Location,State,Country,Size,Bedrooms,Bathrooms,Age_of_Building,Amenities,Distance_to_Nearest_School,distance_to_nearest_Shopping,distance_to_nearest_Rail_Bus_Metro,Floor_Number,View,Renovated,Balcony_Area,Garage_Capacity,Property_Type,Price_$
Bon Air,New_York,US,3122,3,1,16,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,5,5,2,Ocean,Yes,240,3,Apartment,277014
Norco,Los_Angeles,US,1074,5,1,16,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,1,5,3,Ocean,Yes,133,2,Apartment,127657
Hueytown,Chicago,US,2359,5,4,3,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,2,4,2,Country,Yes,426,1,Villa,161458
Kent,Los_Angeles,US,3426,4,2,20,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",5,4,5,2,Ocean,Yes,366,1,Apartment,480741
West Des Moines,Chicago,US,2886,5,5,8,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,2,3,3,Lake,Yes,418,1,Villa,63331
Fresno,Chicago,US,3086,1,3,17,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",1,2,5,1,Lake,No,242,0,House,78822
Opportunity,Los_Angeles,US,3942,3,4,30,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,3,5,3,City,Yes,319,3,Apartment,272683
American Canyon,Los_Angeles,US,3340,5,4,2,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",5,1,2,1,Lake,No,318,1,Apartment,129345
Canton,Detroit,US,1098,5,4,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,2,5,1,City,No,303,2,House,263622
Massapequa,New_York,US,2698,3,5,6,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,3,0,1,Sea,No,412,2,Apartment,116576
Hueytown,Chicago,US,3640,4,2,30,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,3,5,3,City,No,348,3,House,166352
Rosedale,New_York,US,1870,3,2,22,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",4,2,4,1,City,Yes,377,0,Villa,264204
Beaumont,Los_Angeles,US,1121,2,5,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,4,1,3,Sea,No,456,2,Villa,336269
Jersey City,New_York,US,3811,3,1,8,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,3,3,1,Sea,No,327,1,Apartment,391931
Lower West Side,Chicago,US,1852,1,5,26,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",1,4,5,1,City,No,333,3,Apartment,376543
Far Rockaway,New_York,US,2428,3,1,19,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",0,3,5,2,City,No,305,3,Villa,127417
Claremont,Los_Angeles,US,1295,2,3,18,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",1,1,4,2,Lake,Yes,338,2,Apartment,156856
Keene,New_York,US,1255,3,3,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",3,2,3,1,Ocean,Yes,311,2,Apartment,338824
Laguna Niguel,Los_Angeles,US,1942,4,2,16,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,4,3,2,Country,Yes,125,2,House,486048
Grand Forks,Chicago,US,3178,5,2,15,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,3,3,3,Country,Yes,453,1,Apartment,342146
Columbia Heights,Chicago,US,1222,2,3,10,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",2,2,4,1,City,No,209,0,Villa,144752
Dumont,New_York,US,2676,5,5,28,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",4,3,4,2,Ocean,Yes,241,0,Villa,331696
New City,Chicago,US,1518,5,1,27,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,0,1,2,Sea,Yes,256,2,House,105571
Santa Maria,Los_Angeles,US,1270,1,4,2,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,2,5,2,Lake,Yes,100,1,House,225347
Venice,New_York,US,2759,3,4,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,2,2,2,Country,No,263,3,House,375913
Pekin,Chicago,US,1815,4,4,25,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,5,1,2,Lake,No,156,2,Villa,221946
Aloha,Los_Angeles,US,1478,1,3,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,2,3,3,Lake,Yes,168,1,Apartment,300019
Carlsbad,Denver,US,2417,5,1,14,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,1,2,1,Lake,No,355,3,House,199594
Fresno,Chicago,US,2979,3,3,20,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,2,5,3,Country,No,369,1,Villa,450251
Dumont,New_York,US,2657,5,1,2,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,3,2,3,City,No,252,1,House,374994
Palm Valley,New_York,US,2170,3,1,22,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",4,4,4,3,Lake,No,262,2,Apartment,445078
Belle Glade,New_York,US,3213,4,1,11,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,2,3,2,City,No,219,2,Apartment,185492
Harrisburg,New_York,US,3705,1,5,28,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,1,0,2,Ocean,Yes,216,1,Apartment,61500
Palestine,Chicago,US,1280,2,1,11,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",2,4,0,1,City,No,113,2,House,118706
Schererville,Chicago,US,1898,4,2,20,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,0,2,1,City,Yes,104,3,Apartment,426599
Boston,New_York,US,1717,2,4,30,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,4,2,3,Lake,Yes,206,2,House,304961
Visitacion Valley,Los_Angeles,US,3235,2,5,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,4,1,1,Lake,Yes,308,3,Apartment,149347
Brunswick,New_York,US,3321,2,2,28,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,0,4,2,Lake,No,366,3,Villa,117896
Lower West Side,Chicago,US,3853,4,2,22,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,2,4,1,City,No,415,2,Apartment,100671
North Lauderdale,New_York,US,2430,4,4,4,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,4,0,1,City,No,497,1,Villa,312856
Leland,New_York,US,2658,3,4,30,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,0,3,3,Lake,No,299,0,House,102769
Middletown,New_York,US,3389,1,1,27,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,4,3,3,City,Yes,281,1,Apartment,284970
Granger,Indiana,US,2117,4,5,7,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,2,2,3,Ocean,Yes,278,2,Apartment,161398
Kensington,New_York,US,1481,5,4,11,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,5,0,1,City,No,203,3,Apartment,233024
Saratoga Springs,Denver,US,3921,1,2,6,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,1,5,2,Lake,Yes,364,1,House,277759
Copperas Cove,Chicago,US,1011,2,2,18,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,4,1,1,Lake,No,422,1,Apartment,478340
Stockbridge,New_York,US,3973,2,2,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",0,4,5,1,Country,No,335,1,House,275454
Chillum,New_York,US,3921,5,2,21,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,2,2,3,Sea,Yes,426,2,House,379468
Saratoga Springs,Denver,US,1684,4,5,11,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,0,1,2,Sea,Yes,236,2,Villa,273430
Belle Glade,New_York,US,3602,5,5,17,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,0,0,2,Country,No,331,1,House,456023
Dublin,New_York,US,3650,3,2,16,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,5,2,2,Sea,No,224,1,House,204720
Lompoc,Los_Angeles,US,2535,4,5,2,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,4,3,3,City,No,452,2,House,446343
Laguna Niguel,Los_Angeles,US,3073,1,5,4,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,0,1,3,Country,Yes,159,1,House,349671
Kendall,New_York,US,1812,3,4,2,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,0,4,1,Ocean,No,113,0,Apartment,437613
Muskogee,Chicago,US,2220,4,2,10,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",3,0,1,1,Sea,Yes,210,2,Villa,277063
Kendall,New_York,US,1877,1,3,29,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,0,2,2,City,Yes,395,0,House,98422
San Gabriel,Los_Angeles,US,1908,2,1,27,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,3,1,3,City,No,265,3,Apartment,271567
North Lauderdale,New_York,US,1792,1,2,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",0,1,4,2,Ocean,No,119,1,House,454428
Covington,New_York,US,2631,1,5,11,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,2,4,2,City,No,439,1,Apartment,466721
San Juan,Chicago,US,3212,1,1,15,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,3,2,1,Lake,No,240,2,Apartment,69821
Utica,New_York,US,1523,1,3,30,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",4,2,2,1,Lake,No,322,3,House,312097
Bothell,Los_Angeles,US,2231,2,3,14,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,2,4,3,City,Yes,294,3,Villa,232047
Glendale,Los_Angeles,US,2390,5,1,27,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,4,1,3,Lake,Yes,391,1,Villa,350523
Pekin,Chicago,US,2997,5,1,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,1,1,3,Country,Yes,464,1,Apartment,359549
Brentwood Estates,Chicago,US,2485,3,2,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",1,0,5,2,Lake,No,286,3,Apartment,86873
Palm Desert,Los_Angeles,US,2493,2,1,7,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,0,2,3,Lake,Yes,349,0,Apartment,359734
Massapequa,New_York,US,2025,2,3,14,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",4,2,4,2,Sea,No,424,0,Apartment,398799
Greenville,Chicago,US,1580,2,2,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,1,4,2,Ocean,No,421,2,Apartment,101240
Newburgh,New_York,US,2295,2,5,17,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,3,3,3,City,Yes,220,1,Apartment,320376
Taunton,New_York,US,1772,2,2,11,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,1,3,2,Country,No,335,3,Villa,70896
Saratoga Springs,Denver,US,3153,4,1,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,4,2,1,Sea,Yes,131,0,Apartment,443409
Shreveport,Chicago,US,2659,2,2,18,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",1,3,3,3,Lake,Yes,235,1,Villa,101745
Rutland,New_York,US,1258,5,2,4,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",5,1,1,2,Lake,No,489,3,Apartment,369270
Gates-North Gates,New_York,US,3938,2,2,22,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,1,3,2,Country,No,242,2,Apartment,457187
Rosemount,Chicago,US,3897,5,4,6,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",5,2,3,1,Sea,No,213,2,House,152886
Vestavia Hills,Chicago,US,1464,2,2,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,2,2,1,Lake,Yes,288,1,Apartment,486458
Pottstown,New_York,US,3439,4,5,13,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,4,1,2,City,Yes,429,0,House,497337
Jersey City,New_York,US,2989,4,3,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,4,5,2,City,No,353,3,Apartment,252252
Bothell,Los_Angeles,US,2950,2,1,15,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,5,1,3,Lake,Yes,124,0,Villa,113330
Kensington,New_York,US,3641,3,3,20,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,5,3,2,City,No,290,1,House,142460
Norco,Los_Angeles,US,3627,2,4,21,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,2,2,2,Sea,No,260,2,House,300909
Lino Lakes,Chicago,US,1015,4,1,21,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,3,1,3,Ocean,Yes,327,2,Apartment,241286
North Lauderdale,New_York,US,1327,3,4,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,3,1,3,Country,No,164,1,Apartment,120956
Abilene,Chicago,US,3107,3,5,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",5,3,5,1,Country,Yes,213,3,House,114184
Jackson,Chicago,US,1773,1,2,21,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,3,3,3,Country,Yes,324,2,House,230841
New Canaan,New_York,US,3389,2,5,7,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,1,4,3,Lake,No,471,2,Apartment,190430
Sicklerville,New_York,US,1794,2,5,9,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,3,3,1,Ocean,No,184,3,Villa,156309
Redding,Los_Angeles,US,3650,3,2,18,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,0,4,2,Country,Yes,300,1,House,102712
Shreveport,Chicago,US,2175,2,4,28,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",2,1,0,3,Lake,Yes,283,1,House,210186
Thomasville,New_York,US,1408,1,2,3,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,1,4,2,Ocean,Yes,467,3,Apartment,473721
Nutley,New_York,US,3044,5,3,1,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,2,1,2,Ocean,Yes,206,2,House,384213
Nampa,Boise,US,1035,4,4,3,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,5,0,2,Ocean,Yes,466,1,Villa,67362
Venice,New_York,US,2986,3,3,13,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,2,2,1,Sea,Yes,373,0,Villa,462332
Laguna Niguel,Los_Angeles,US,1411,2,4,29,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",2,0,2,2,City,Yes,468,2,Villa,407998
Redding,Los_Angeles,US,3700,3,4,24,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",1,1,2,3,Ocean,No,141,3,House,312798
Palm Desert,Los_Angeles,US,3788,1,1,26,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,2,1,3,Country,No,389,2,Villa,375263
Claremont,Los_Angeles,US,1846,1,3,29,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",5,1,1,3,Lake,Yes,315,0,Villa,204489
Abilene,Chicago,US,1154,1,1,26,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",4,3,1,1,Lake,No,286,1,House,109530
Far Rockaway,New_York,US,3961,5,2,30,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,3,1,1,Sea,No,429,3,House,80362
North Tustin,Los_Angeles,US,3958,5,3,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,4,5,2,Lake,No,462,0,Villa,50668
Fort Washington,New_York,US,1978,2,3,5,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",1,4,2,1,Lake,Yes,129,1,Apartment,455385
Hutto,Chicago,US,3370,2,3,25,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,5,3,3,Ocean,No,352,1,Apartment,215744
Evergreen Park,Chicago,US,1048,5,3,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",3,3,4,2,City,Yes,285,1,Apartment,293049
Lompoc,Los_Angeles,US,3856,1,2,7,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,1,3,1,Ocean,No,321,0,House,254375
Sunnyside,Los_Angeles,US,1304,4,4,14,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,3,2,3,Sea,No,230,2,Villa,150648
Fort Washington,New_York,US,3581,1,3,4,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",0,4,2,3,Ocean,No,363,3,Villa,306774
Greenpoint,New_York,US,2244,1,5,6,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,3,2,3,City,No,323,2,Villa,202113
Evergreen Park,Chicago,US,2229,5,2,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,0,2,2,Sea,No,102,0,Villa,242380
Abilene,Chicago,US,1850,4,5,12,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,1,4,2,City,No,397,2,Villa,53615
Bon Air,New_York,US,2370,4,1,29,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",1,0,5,1,Ocean,Yes,102,0,Apartment,371121
Tyler,Chicago,US,1268,4,5,24,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",5,4,0,2,Lake,No,205,3,Villa,192486
Acworth,New_York,US,2170,1,3,19,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",2,4,2,1,City,Yes,388,1,Villa,458997
Greenfield,Indiana,US,3132,3,4,14,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,4,0,1,Country,Yes,152,3,Villa,297598
Crystal Lake,Chicago,US,2042,2,2,26,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",2,0,4,3,Sea,No,216,0,Villa,361765
Kahului,Honolulu,US,3757,4,4,23,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",3,2,1,3,City,No,320,2,Villa,493833
Sunnyside,Los_Angeles,US,3488,5,4,15,"['Swimming pool', 'Gym', 'Parking, Engery_Rating A']",5,5,4,3,Country,Yes,391,3,House,162115
Pahrump,Los_Angeles,US,3090,1,4,18,"['Swimming pool', 'Gym', 'Parking, Engery_Rating C']",2,2,0,2,Lake,No,294,0,Apartment,444926
Brenham,Chicago,US,3373,5,4,2,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,2,2,2,Country,No,215,1,House,299123
Vestavia Hills,Chicago,US,3685,1,5,28,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",3,4,0,2,Sea,Yes,133,2,House,445833
Brenham,Chicago,US,3929,3,5,13,"['Swimming pool', 'Gym', 'Parking, Engery_Rating B']",4,3,0,2,Sea,Yes,424,0,House,95063
